employee_id,name,age,department,position,hire_date,leave_date,salary,got_raise,raise_count,months_since_last_raise,has_training,trainings_count,months_since_last_training,performance,enps,attrition
219,Тамара Игоревна Куликова,48,Финансы,Бухгалтер,2023-07-30,,886.0,0,0,17,1,1,7,3.5,-20,0
220,Оксана Дмитриевна Рыбакова,34,Производство,Мастер смены,2022-04-05,2024-02-25,334.0,1,1,2,0,0,32,4.2,-6,1
221,Иванна Вениаминовна Брагина,35,Продажи,Старший менеджер,2023-05-06,,775.0,1,1,9,0,0,19,3.6,64,0
222,Митофан Ануфриевич Сорокин,35,Продажи,Директор продаж,2022-09-06,2024-03-26,593.0,0,0,27,1,2,24,4.0,6,1
223,Никодим Федотович Нестеров,38,Логистика,Логист,2022-11-12,,368.0,1,1,14,0,0,25,3.9,67,0
224,Кириллов Мартын Даниилович,42,Производство,Технолог,2023-01-15,2024-11-01,436.0,0,0,23,1,2,4,2.3,-28,1
225,Марина Эдуардовна Семенова,31,IT,IT-менеджер,2022-10-30,,750.0,0,0,26,1,3,18,4.0,53,0
226,Ирина Артемовна Сафонова,53,Продажи,KAM,2024-02-21,,812.0,0,0,10,1,1,2,2.7,63,0
227,Валентина Константиновна Архипова,53,Производство,Технолог,2024-01-08,,372.0,0,0,11,0,0,11,3.7,74,0
228,Гурьева Марина Феликсовна,30,Производство,Оператор,2023-02-27,,556.0,0,0,22,0,0,22,3.2,60,0
229,Фролова Антонина Олеговна,25,Производство,Начальник цеха,2023-01-18,,493.0,1,1,21,1,1,0,4.5,-29,0
230,Мухин Станимир Викторович,40,Логистика,Логист,2023-07-03,,284.0,1,1,5,0,0,17,3.5,87,0
231,Святополк Венедиктович Волков,55,Логистика,Кладовщик,2022-07-16,,342.0,1,1,8,1,3,2,2.9,42,0
232,Вероника Владиславовна Меркушева,27,IT,Аналитик,2022-11-04,2024-02-25,1006.0,1,2,24,0,0,25,4.1,-19,1
233,Руслан Марсович Селезнев,22,Производство,Начальник цеха,2022-02-27,2022-09-02,517.0,0,0,34,1,3,27,2.2,42,1
234,Виктория Леоновна Елисеева,35,HR,HR-специалист,2022-08-24,2023-02-06,715.0,1,2,28,1,3,8,4.1,-25,1
235,Воронов Святополк Данилович,24,Продажи,KAM,2023-07-11,2024-11-19,509.0,1,1,0,0,0,17,2.4,61,1
236,Софрон Жанович Баранов,37,HR,HR BP,2022-06-16,,598.0,1,1,21,1,2,12,2.8,66,0
237,Селиван Арсенович Владимиров,44,Производство,Оператор,2023-05-28,,335.0,1,1,7,0,0,19,2.8,46,0
238,Варвара Геннадиевна Куликова,39,IT,DevOps,2022-01-31,,1079.0,1,1,31,1,1,11,4.7,40,0
239,Нифонт Федосеевич Васильев,46,Производство,Технолог,2023-11-28,,344.0,1,1,12,0,0,13,3.4,-11,0
240,Якушева Агафья Ниловна,46,Продажи,Старший менеджер,2024-01-28,2024-12-31,562.0,0,0,11,0,0,11,3.2,-30,1
241,Ерофей Владиславович Кулагин,30,Производство,Мастер смены,2022-04-15,2024-02-01,344.0,1,1,28,1,4,17,3.1,-19,1
242,Абрамова Агата Сергеевна,46,Производство,Мастер смены,2024-06-03,,323.0,0,0,6,0,0,6,3.5,69,0
243,Трофимов Демьян Фокич,55,Продажи,Старший менеджер,2023-08-09,2024-04-26,505.0,1,1,5,0,0,16,3.4,-12,1
244,Прохорова Варвара Вадимовна,52,Производство,Начальник цеха,2022-11-03,,539.0,1,1,8,1,1,23,4.1,50,0
245,Кулаков Андрей Федосеевич,28,Логистика,Кладовщик,2023-04-14,,313.0,0,0,20,1,1,10,3.9,80,0
246,Жанна Геннадиевна Мухина,30,Производство,Начальник цеха,2024-04-15,2024-12-31,404.0,0,0,8,1,1,5,2.8,-8,1
247,Комиссарова Екатерина Семеновна,53,IT,DevOps,2024-01-23,,1182.0,0,0,11,1,1,6,3.2,16,0
248,Агата Семеновна Меркушева,33,IT,Аналитик,2023-08-30,,1022.0,0,0,16,1,2,14,4.9,90,0
249,Фаина Альбертовна Мельникова,26,Производство,Мастер смены,2024-05-01,,549.0,0,0,7,0,0,7,3.9,2,0
250,Яков Викторович Лапин,46,Производство,Начальник цеха,2024-03-19,,341.0,0,0,9,1,1,8,4.0,34,0
251,Голубева Октябрина Вениаминовна,24,HR,HR-директор,2023-07-11,,677.0,1,1,17,1,2,2,4.0,55,0
252,Адам Фомич Марков,47,Производство,Оператор,2023-07-31,,591.0,1,1,13,0,0,17,3.9,-29,0
253,Родион Тарасович Гущин,45,Производство,Технолог,2023-04-02,2023-09-26,430.0,0,0,20,1,1,0,2.8,87,1
254,Владимиров Фрол Фадеевич,41,Производство,Технолог,2022-12-23,,416.0,0,0,24,1,3,11,3.6,30,0
255,Муравьев Вадим Харитонович,26,Производство,Начальник цеха,2022-11-23,,404.0,1,2,3,0,0,25,4.2,56,0
256,Беляева Дарья Филипповна,33,Производство,Технолог,2023-06-13,2024-10-29,475.0,1,1,17,1,1,14,2.6,-1,1
257,Жданова Милица Владиславовна,49,Логистика,Кладовщик,2023-10-18,,377.0,0,0,14,1,1,9,3.4,-3,0
258,Ярослав Александрович Савельев,28,Производство,Оператор,2023-08-15,,544.0,0,0,16,1,1,10,3.5,-5,0
259,Рыбаков Панкрат Артёмович,42,Производство,Начальник цеха,2023-06-25,,487.0,1,1,18,0,0,18,2.6,49,0
260,Доронина Лукия Вениаминовна,27,Финансы,Финансовый аналитик,2023-09-22,,762.0,1,1,3,0,0,15,4.8,9,0
261,Ермакова София Петровна,46,Производство,Технолог,2023-06-08,,437.0,0,0,18,1,2,12,2.7,38,0
262,Аксенова Валентина Аркадьевна,32,HR,Рекрутер,2023-07-23,,571.0,0,0,17,0,0,17,3.9,10,0
263,Журавлева Виктория Анатольевна,44,Логистика,Водитель,2024-06-05,,513.0,0,0,6,0,0,6,3.8,41,0
264,Януарий Глебович Абрамов,53,Продажи,Директор продаж,2023-12-03,2024-04-02,600.0,1,1,7,0,0,12,4.2,-20,1
265,Ильин Петр Якубович,24,Финансы,Экономист,2022-10-27,2024-08-09,595.0,1,2,9,1,1,24,2.2,68,1
266,Анжела Геннадиевна Лаврентьева,45,Логистика,Водитель,2022-10-02,2023-04-14,413.0,0,0,26,1,3,17,3.8,-3,1
267,Анжела Львовна Колобова,24,Продажи,Старший менеджер,2022-11-01,,613.0,1,1,2,1,3,3,3.6,73,0
268,Иннокентий Жанович Филиппов,49,Логистика,Логист,2024-05-31,,321.0,0,0,7,0,0,7,2.9,74,0
269,Людмила Альбертовна Ларионова,39,Финансы,Финансовый аналитик,2023-06-30,,731.0,0,0,18,1,1,9,3.3,79,0
270,Сократ Ермолаевич Носков,48,IT,Разработчик,2022-05-19,,1155.0,1,1,8,1,1,7,4.1,-12,0
271,Ангелина Богдановна Тимофеева,47,Производство,Технолог,2024-02-19,2024-08-22,457.0,0,0,10,1,1,6,2.4,82,1
272,Бобылев Назар Демидович,45,Производство,Мастер смены,2023-12-13,,447.0,1,1,5,0,0,12,3.8,81,0
273,Селиверстова Иванна Эдуардовна,51,Финансы,Бухгалтер,2024-01-19,,747.0,0,0,11,0,0,11,3.7,24,0
274,Попов Адам Изотович,40,Производство,Мастер смены,2022-11-27,,415.0,1,2,4,1,3,25,2.7,13,0
275,Самуил Гавриилович Лукин,28,Продажи,Менеджер продаж,2022-02-17,,681.0,1,1,1,0,0,34,3.9,28,0
276,Суворова Анна Викторовна,30,IT,IT-менеджер,2022-07-27,,1134.0,1,1,5,1,2,2,3.3,53,0
277,Федотова Елизавета Эльдаровна,32,Производство,Мастер смены,2023-11-12,,335.0,1,1,11,0,0,13,3.2,-18,0
278,Жанна Харитоновна Уварова,36,Производство,Оператор,2022-05-16,,465.0,1,1,0,0,0,31,3.7,59,0
279,Александра Михайловна Михеева,30,Финансы,CFO,2023-12-12,,681.0,0,0,12,1,1,1,3.5,10,0
280,Милен Иларионович Цветков,30,HR,Рекрутер,2023-01-27,,625.0,0,0,23,0,0,23,3.1,37,0
281,Шарова Галина Ждановна,44,Производство,Технолог,2023-03-27,2023-10-05,522.0,0,0,21,1,1,19,2.9,-19,1
282,Агата Степановна Белова,46,Производство,Оператор,2023-08-27,2024-12-31,418.0,1,1,10,0,0,16,2.0,1,1
283,Силин Аполлинарий Алексеевич,23,Производство,Мастер смены,2024-03-08,,557.0,0,0,9,0,0,9,2.6,65,0
284,Егор Ефстафьевич Лобанов,37,Производство,Оператор,2024-03-13,,459.0,0,0,9,0,0,9,3.4,33,0
285,Панфилова Ия Федоровна,42,Логистика,Водитель,2023-01-05,,312.0,1,1,11,1,2,21,3.9,68,0
286,Брагина Татьяна Григорьевна,38,Производство,Оператор,2022-01-15,2023-09-10,380.0,0,0,35,1,3,16,4.3,6,1
287,Октябрина Романовна Сергеева,47,Финансы,CFO,2023-12-20,,515.0,0,0,12,1,1,1,3.1,-4,0
288,Марков Варфоломей Аверьянович,26,Производство,Мастер смены,2023-02-05,,407.0,1,1,7,0,0,22,4.4,1,0
289,Аксенова Евдокия Аскольдовна,25,HR,HR-специалист,2023-04-10,2024-11-28,508.0,0,0,20,0,0,20,3.9,-29,1
290,Агафонов Наркис Фомич,45,IT,DevOps,2022-06-20,,711.0,1,1,23,0,0,30,3.5,68,0
291,Якушева Евдокия Дмитриевна,55,Производство,Начальник цеха,2022-10-06,2024-08-06,338.0,1,2,18,0,0,26,2.5,-23,1
292,Ширяев Ладимир Богданович,28,Производство,Технолог,2022-09-19,2024-05-22,570.0,1,2,23,0,0,27,3.5,-1,1
293,Сафонов Василий Ильясович,24,Производство,Оператор,2022-09-08,,452.0,1,1,4,1,1,27,4.9,61,0
294,Жуков Ратибор Ааронович,37,Продажи,Старший менеджер,2022-11-26,,600.0,1,2,10,1,2,2,3.8,43,0
295,Ковалева Нинель Игоревна,36,Производство,Оператор,2022-07-03,,545.0,0,0,29,1,3,2,4.6,69,0
296,Иосиф Богданович Рыбаков,51,Производство,Оператор,2023-07-21,2024-06-23,322.0,0,0,17,1,1,9,2.4,64,1
297,Наина Евгеньевна Михеева,34,Логистика,Менеджер логистики,2024-03-02,,459.0,0,0,9,0,0,9,4.3,-1,0
298,Антонина Альбертовна Харитонова,22,Производство,Оператор,2022-12-10,2023-11-08,533.0,1,1,23,1,2,3,3.5,-4,1
299,Мясников Нифонт Данилович,39,Производство,Оператор,2022-05-26,,346.0,0,0,31,1,3,22,4.2,65,0
300,Журавлева Татьяна Филипповна,47,Логистика,Кладовщик,2023-10-15,,298.0,0,0,14,1,1,10,3.0,-14,0
301,Селезнев Дорофей Арсеньевич,47,Производство,Мастер смены,2024-03-31,,516.0,0,0,9,1,1,7,3.5,-5,0
302,Поляков Касьян Харлампович,28,Финансы,Бухгалтер,2022-06-09,,549.0,1,1,10,1,3,3,3.8,38,0
303,Жанна Ждановна Максимова,41,IT,Аналитик,2023-04-08,,899.0,0,0,20,0,0,20,4.2,75,0
304,Алевтина Рубеновна Ефимова,42,Продажи,Менеджер продаж,2022-08-09,,497.0,1,2,7,1,2,12,4.5,35,0
305,Кириллова Ольга Феликсовна,33,Продажи,KAM,2024-04-19,,452.0,0,0,8,1,1,8,3.5,29,0
306,Голубев Чеслав Антонович,22,Финансы,Экономист,2022-05-05,,506.0,0,0,31,1,1,6,2.9,75,0
307,Лариса Тимофеевна Фомичева,38,Производство,Оператор,2023-08-20,,577.0,0,0,16,0,0,16,4.0,52,0
308,Лонгин Васильевич Никитин,43,Финансы,Бухгалтер,2024-05-17,2024-12-31,531.0,0,0,7,0,0,7,3.5,-9,1
309,Екатерина Федоровна Тихонова,23,Производство,Начальник цеха,2023-05-24,,427.0,1,1,5,1,1,6,4.0,27,0
310,Вышеслав Антонович Мельников,40,Производство,Технолог,2023-10-25,,460.0,1,1,0,0,0,14,3.2,5,0
311,Акулина Ждановна Турова,55,Производство,Технолог,2023-10-21,,390.0,0,0,14,1,1,12,3.3,70,0
312,Гуляева Евфросиния Семеновна,39,Производство,Мастер смены,2023-02-02,2024-02-14,370.0,1,1,19,0,0,22,2.6,-27,1
313,Олимпий Изотович Кошелев,44,Производство,Начальник цеха,2023-06-27,,535.0,0,0,18,0,0,18,4.4,4,0
314,Фрол Анисимович Семенов,36,Финансы,Бухгалтер,2024-02-22,,722.0,0,0,10,1,1,2,4.2,-8,0
315,Иван Александрович Фролов,23,Логистика,Логист,2023-08-29,,452.0,1,1,4,1,2,6,4.3,33,0
316,Гущин Арсений Артурович,27,Производство,Начальник цеха,2022-02-08,2022-05-09,336.0,1,2,14,0,0,34,2.3,37,1
317,Светлана Эльдаровна Симонова,30,Производство,Технолог,2024-04-05,,415.0,0,0,8,1,1,0,4.6,87,0
318,Виноградов Никон Васильевич,45,Финансы,Финансовый аналитик,2022-03-16,,776.0,1,2,25,1,4,3,3.6,13,0
